scaffold00016|nirS|34575_36841,3.13114
scaffold00128|nirS|28180_31314,3.54464
scaffold00207|nirS|11342_13623,8.24174
scaffold01059|nirS|5119_7400,8.35265
scaffold01373|nirS|490_2777,14.0353
scaffold01476|nirS|3717_5998,6.76604
scaffold02068|nirS|6206_7603,3.23719
scaffold02477|nirS|0_3700,3.02604
scaffold02762|nirS|0_1522,4.33744
scaffold05413|nirS|1708_4058,1.9098
scaffold06721|nirS|1645_3725,5.41044
scaffold07811|nirS|0_1275,4.11681
scaffold07811|nirS|2101_3375,4.64692
scaffold09102|nirS|30_3031,5.21549
scaffold10058|nirS|506_2790,7.44586
scaffold135243|nirS|0_436,3.18488
scaffold135432|nirS|0_436,2.52768
scaffold16304|nirS|0_1989,2.0409
scaffold169021|nirS|0_383,1.58311
scaffold184420|nirS|0_365,1.60098
scaffold193173|nirS|0_355,0.993935
scaffold201563|nirS|0_346,5.80048
scaffold238337|nirS|0_315,2.48622
scaffold273586|nirS|0_292,2.83387
scaffold279683|nirS|0_288,0.689608
scaffold347603|nirS|0_255,0.519468
scaffold49916|nirS|0_820,2.09436
scaffold80593|nirS|0_595,1.92512
scaffold83961|nirS|0_581,1.63035
scaffold84767|nirS|0_577,2.19526
scaffold84774|nirS|0_577,2.38616
