scaffold00017|nirS|25450_27722,4.10479
scaffold00270|nirS|0_3136,18.343
scaffold01657|nirS|3947_6948,11.6367
scaffold02362|nirS|3256_5543,14.0345
scaffold05347|nirS|0_1255,18.6883
scaffold05347|nirS|2081_3354,18.089
scaffold09328|nirS|749_2279,4.63448
scaffold09405|nirS|0_1542,13.2732
scaffold10593|nirS|717_2068,1.99794
scaffold107855|nirS|0_404,3.58127
scaffold118678|nirS|0_382,1.45933
scaffold124639|nirS|0_372,1.14792
scaffold13612|nirS|0_1506,5.9975
scaffold142746|nirS|0_344,2.06938
scaffold142858|nirS|0_344,1.96591
scaffold143035|nirS|0_344,13.244
scaffold146842|nirS|0_339,2.51998
scaffold147776|nirS|0_337,3.41519
scaffold153440|nirS|0_330,1.29446
scaffold153973|nirS|0_330,2.66083
scaffold162882|nirS|0_320,1.55755
scaffold163835|nirS|0_319,0.781222
scaffold170365|nirS|0_312,1.36938
scaffold173056|nirS|0_309,2.26612
scaffold205335|nirS|0_280,1.22963
scaffold205794|nirS|0_280,0.72082
scaffold227131|nirS|0_265,0.716965
scaffold246616|nirS|0_253,1.1736
scaffold249917|nirS|0_252,0.706968
scaffold25807|nirS|0_1064,17.9953
scaffold27382|nirS|0_1017,1.57189
scaffold33892|nirS|0_868,7.14981
scaffold38598|nirS|0_790,11.59
scaffold40079|nirS|0_769,21.3801
scaffold60382|nirS|0_576,1.3373
scaffold61112|nirS|0_572,4.3922
scaffold66968|nirS|0_539,11.1043
scaffold74836|nirS|0_502,1.10979
scaffold94325|nirS|0_436,15.8276
scaffold94408|nirS|0_436,18.0032
