scaffold00002|nirS|121430_123690,5.46388
scaffold00101|nirS|6426_8671,51.6228
scaffold00893|nirS|2147_4419,5.38795
scaffold02043|nirS|1341_3601,6.78845
scaffold02377|nirS|614_2874,2.79107
scaffold02419|nirS|3842_6129,72.2951
scaffold04127|nirS|1335_3625,11.4381
scaffold06013|nirS|63_2344,18.3967
scaffold106146|nirS|0_501,0.641189
scaffold106380|nirS|0_500,0.535395
scaffold143611|nirS|0_414,0.517506
scaffold147639|nirS|0_407,1.57928
scaffold37653|nirS|0_1045,0.204722
scaffold40829|nirS|0_979,0.218538
scaffold91206|nirS|0_552,0.193947
