scaffold00052|nirS|18373_20645,1.66017
scaffold00277|nirS|16646_19780,0.337796
scaffold02057|nirS|0_2199,5.16098
scaffold03216|nirS|0_1613,37.7706
scaffold04242|nirS|1065_3346,5.74415
scaffold05709|nirS|0_1276,4.40965
scaffold05709|nirS|2102_3375,1.35202
scaffold08066|nirS|0_2646,1.12534
scaffold09007|nirS|649_2457,2.48912
scaffold110540|nirS|0_456,2.47134
scaffold118999|nirS|0_436,0.228085
scaffold119171|nirS|0_436,0.152057
scaffold11970|nirS|478_2012,0.388325
scaffold12159|nirS|453_1993,0.343832
scaffold12732|nirS|398_1925,130.274
scaffold15136|nirS|0_1706,0.310357
scaffold161869|nirS|0_365,0
scaffold162498|nirS|0_364,0
scaffold185591|nirS|0_337,0
scaffold187135|nirS|0_336,0
scaffold197687|nirS|0_325,0
scaffold199838|nirS|0_323,2.2596
scaffold234061|nirS|0_295,16.4237
scaffold238873|nirS|0_292,0
scaffold241898|nirS|0_290,0
scaffold257117|nirS|0_280,20.5072
scaffold258974|nirS|0_278,0
scaffold261678|nirS|0_277,0
scaffold264725|nirS|0_275,0
scaffold272292|nirS|0_271,0
scaffold30732|nirS|0_1032,1.76429
scaffold319613|nirS|0_248,0.803378
scaffold44595|nirS|0_801,0.248043
scaffold49015|nirS|0_753,0.395813
scaffold61401|nirS|0_651,0.508806
scaffold62502|nirS|0_644,1.44017
scaffold62867|nirS|0_641,0
scaffold74008|nirS|0_580,0
scaffold74023|nirS|0_580,0
scaffold74476|nirS|0_578,61.3301
scaffold74677|nirS|0_577,0.344504
scaffold74680|nirS|0_577,0.114835
scaffold84696|nirS|0_535,1.36253
scaffold88994|nirS|0_519,0
scaffold91822|nirS|0_509,1.04165
scaffold92960|nirS|0_506,1.04784
